"","orig.ident","sample_id","MajorCellTypes","case"
"BN1910_GLU-Neurons_ILB","BN1910_GLU-Neurons_ILB","BN1910","GLU_Neurons","ILB"
"BN1910_Microglia_ILB","BN1910_Microglia_ILB","BN1910","Microglia","ILB"
"BN1910_Oligodendrocytes_ILB","BN1910_Oligodendrocytes_ILB","BN1910","Oligodendrocytes","ILB"
"BN1910_OPCs_ILB","BN1910_OPCs_ILB","BN1910","OPCs","ILB"
"BN1910_Pericytes_ILB","BN1910_Pericytes_ILB","BN1910","Pericytes","ILB"
"BN1910_T-Cells_ILB","BN1910_T-Cells_ILB","BN1910","T_Cells","ILB"
"BN1934_Astrocytes_HC","BN1934_Astrocytes_HC","BN1934","Astrocytes","HC"
"BN1934_Endothelial-Cells_HC","BN1934_Endothelial-Cells_HC","BN1934","Endothelial_Cells","HC"
"BN1934_Fibroblast-Like-Cells_HC","BN1934_Fibroblast-Like-Cells_HC","BN1934","Fibroblast_Like_Cells","HC"
"BN1934_GABA-Neurons_HC","BN1934_GABA-Neurons_HC","BN1934","GABA_Neurons","HC"
"BN1934_GLU-Neurons_HC","BN1934_GLU-Neurons_HC","BN1934","GLU_Neurons","HC"
"BN1934_Microglia_HC","BN1934_Microglia_HC","BN1934","Microglia","HC"
"BN1934_Oligodendrocytes_HC","BN1934_Oligodendrocytes_HC","BN1934","Oligodendrocytes","HC"
"BN1934_OPCs_HC","BN1934_OPCs_HC","BN1934","OPCs","HC"
"BN1934_Pericytes_HC","BN1934_Pericytes_HC","BN1934","Pericytes","HC"
"BN1934_T-Cells_HC","BN1934_T-Cells_HC","BN1934","T_Cells","HC"
"BN1939_Astrocytes_ILB","BN1939_Astrocytes_ILB","BN1939","Astrocytes","ILB"
"BN1939_Endothelial-Cells_ILB","BN1939_Endothelial-Cells_ILB","BN1939","Endothelial_Cells","ILB"
"BN1939_Fibroblast-Like-Cells_ILB","BN1939_Fibroblast-Like-Cells_ILB","BN1939","Fibroblast_Like_Cells","ILB"
"BN1939_GABA-Neurons_ILB","BN1939_GABA-Neurons_ILB","BN1939","GABA_Neurons","ILB"
"BN1939_GLU-Neurons_ILB","BN1939_GLU-Neurons_ILB","BN1939","GLU_Neurons","ILB"
"BN1939_Microglia_ILB","BN1939_Microglia_ILB","BN1939","Microglia","ILB"
"BN1939_Oligodendrocytes_ILB","BN1939_Oligodendrocytes_ILB","BN1939","Oligodendrocytes","ILB"
"BN1939_OPCs_ILB","BN1939_OPCs_ILB","BN1939","OPCs","ILB"
"BN1939_Pericytes_ILB","BN1939_Pericytes_ILB","BN1939","Pericytes","ILB"
"BN1939_T-Cells_ILB","BN1939_T-Cells_ILB","BN1939","T_Cells","ILB"
"BN1957_Astrocytes_PD","BN1957_Astrocytes_PD","BN1957","Astrocytes","PD"
"BN1957_Endothelial-Cells_PD","BN1957_Endothelial-Cells_PD","BN1957","Endothelial_Cells","PD"
"BN1957_Fibroblast-Like-Cells_PD","BN1957_Fibroblast-Like-Cells_PD","BN1957","Fibroblast_Like_Cells","PD"
"BN1957_GABA-Neurons_PD","BN1957_GABA-Neurons_PD","BN1957","GABA_Neurons","PD"
"BN1957_GLU-Neurons_PD","BN1957_GLU-Neurons_PD","BN1957","GLU_Neurons","PD"
"BN1957_Microglia_PD","BN1957_Microglia_PD","BN1957","Microglia","PD"
"BN1957_Oligodendrocytes_PD","BN1957_Oligodendrocytes_PD","BN1957","Oligodendrocytes","PD"
"BN1957_OPCs_PD","BN1957_OPCs_PD","BN1957","OPCs","PD"
"BN1957_Pericytes_PD","BN1957_Pericytes_PD","BN1957","Pericytes","PD"
"BN1957_T-Cells_PD","BN1957_T-Cells_PD","BN1957","T_Cells","PD"
"BN1959_Astrocytes_PD","BN1959_Astrocytes_PD","BN1959","Astrocytes","PD"
"BN1959_Endothelial-Cells_PD","BN1959_Endothelial-Cells_PD","BN1959","Endothelial_Cells","PD"
"BN1959_Fibroblast-Like-Cells_PD","BN1959_Fibroblast-Like-Cells_PD","BN1959","Fibroblast_Like_Cells","PD"
"BN1959_GABA-Neurons_PD","BN1959_GABA-Neurons_PD","BN1959","GABA_Neurons","PD"
"BN1959_GLU-Neurons_PD","BN1959_GLU-Neurons_PD","BN1959","GLU_Neurons","PD"
"BN1959_Microglia_PD","BN1959_Microglia_PD","BN1959","Microglia","PD"
"BN1959_Oligodendrocytes_PD","BN1959_Oligodendrocytes_PD","BN1959","Oligodendrocytes","PD"
"BN1959_OPCs_PD","BN1959_OPCs_PD","BN1959","OPCs","PD"
"BN1959_Pericytes_PD","BN1959_Pericytes_PD","BN1959","Pericytes","PD"
"BN1959_T-Cells_PD","BN1959_T-Cells_PD","BN1959","T_Cells","PD"
"BN1960_Astrocytes_PD","BN1960_Astrocytes_PD","BN1960","Astrocytes","PD"
"BN1960_Endothelial-Cells_PD","BN1960_Endothelial-Cells_PD","BN1960","Endothelial_Cells","PD"
"BN1960_Fibroblast-Like-Cells_PD","BN1960_Fibroblast-Like-Cells_PD","BN1960","Fibroblast_Like_Cells","PD"
"BN1960_GABA-Neurons_PD","BN1960_GABA-Neurons_PD","BN1960","GABA_Neurons","PD"
"BN1960_GLU-Neurons_PD","BN1960_GLU-Neurons_PD","BN1960","GLU_Neurons","PD"
"BN1960_Microglia_PD","BN1960_Microglia_PD","BN1960","Microglia","PD"
"BN1960_Oligodendrocytes_PD","BN1960_Oligodendrocytes_PD","BN1960","Oligodendrocytes","PD"
"BN1960_OPCs_PD","BN1960_OPCs_PD","BN1960","OPCs","PD"
"BN1960_Pericytes_PD","BN1960_Pericytes_PD","BN1960","Pericytes","PD"
"BN1960_T-Cells_PD","BN1960_T-Cells_PD","BN1960","T_Cells","PD"
"BN1974_Astrocytes_ILB","BN1974_Astrocytes_ILB","BN1974","Astrocytes","ILB"
"BN1974_Endothelial-Cells_ILB","BN1974_Endothelial-Cells_ILB","BN1974","Endothelial_Cells","ILB"
"BN1974_Fibroblast-Like-Cells_ILB","BN1974_Fibroblast-Like-Cells_ILB","BN1974","Fibroblast_Like_Cells","ILB"
"BN1974_GABA-Neurons_ILB","BN1974_GABA-Neurons_ILB","BN1974","GABA_Neurons","ILB"
"BN1974_GLU-Neurons_ILB","BN1974_GLU-Neurons_ILB","BN1974","GLU_Neurons","ILB"
"BN1974_Microglia_ILB","BN1974_Microglia_ILB","BN1974","Microglia","ILB"
"BN1974_Oligodendrocytes_ILB","BN1974_Oligodendrocytes_ILB","BN1974","Oligodendrocytes","ILB"
"BN1974_OPCs_ILB","BN1974_OPCs_ILB","BN1974","OPCs","ILB"
"BN1974_Pericytes_ILB","BN1974_Pericytes_ILB","BN1974","Pericytes","ILB"
"BN1974_T-Cells_ILB","BN1974_T-Cells_ILB","BN1974","T_Cells","ILB"
"BN2003_Astrocytes_PD","BN2003_Astrocytes_PD","BN2003","Astrocytes","PD"
"BN2003_Endothelial-Cells_PD","BN2003_Endothelial-Cells_PD","BN2003","Endothelial_Cells","PD"
"BN2003_Fibroblast-Like-Cells_PD","BN2003_Fibroblast-Like-Cells_PD","BN2003","Fibroblast_Like_Cells","PD"
"BN2003_GABA-Neurons_PD","BN2003_GABA-Neurons_PD","BN2003","GABA_Neurons","PD"
"BN2003_GLU-Neurons_PD","BN2003_GLU-Neurons_PD","BN2003","GLU_Neurons","PD"
"BN2003_Microglia_PD","BN2003_Microglia_PD","BN2003","Microglia","PD"
"BN2003_Oligodendrocytes_PD","BN2003_Oligodendrocytes_PD","BN2003","Oligodendrocytes","PD"
"BN2003_OPCs_PD","BN2003_OPCs_PD","BN2003","OPCs","PD"
"BN2003_Pericytes_PD","BN2003_Pericytes_PD","BN2003","Pericytes","PD"
"BN2003_T-Cells_PD","BN2003_T-Cells_PD","BN2003","T_Cells","PD"
"BN2015_Astrocytes_ILB","BN2015_Astrocytes_ILB","BN2015","Astrocytes","ILB"
"BN2015_Endothelial-Cells_ILB","BN2015_Endothelial-Cells_ILB","BN2015","Endothelial_Cells","ILB"
"BN2015_Fibroblast-Like-Cells_ILB","BN2015_Fibroblast-Like-Cells_ILB","BN2015","Fibroblast_Like_Cells","ILB"
"BN2015_GABA-Neurons_ILB","BN2015_GABA-Neurons_ILB","BN2015","GABA_Neurons","ILB"
"BN2015_GLU-Neurons_ILB","BN2015_GLU-Neurons_ILB","BN2015","GLU_Neurons","ILB"
"BN2015_Microglia_ILB","BN2015_Microglia_ILB","BN2015","Microglia","ILB"
"BN2015_Oligodendrocytes_ILB","BN2015_Oligodendrocytes_ILB","BN2015","Oligodendrocytes","ILB"
"BN2015_OPCs_ILB","BN2015_OPCs_ILB","BN2015","OPCs","ILB"
"BN2015_Pericytes_ILB","BN2015_Pericytes_ILB","BN2015","Pericytes","ILB"
"BN2015_T-Cells_ILB","BN2015_T-Cells_ILB","BN2015","T_Cells","ILB"
"BN9944_Astrocytes_HC","BN9944_Astrocytes_HC","BN9944","Astrocytes","HC"
"BN9944_Endothelial-Cells_HC","BN9944_Endothelial-Cells_HC","BN9944","Endothelial_Cells","HC"
"BN9944_Fibroblast-Like-Cells_HC","BN9944_Fibroblast-Like-Cells_HC","BN9944","Fibroblast_Like_Cells","HC"
"BN9944_GABA-Neurons_HC","BN9944_GABA-Neurons_HC","BN9944","GABA_Neurons","HC"
"BN9944_GLU-Neurons_HC","BN9944_GLU-Neurons_HC","BN9944","GLU_Neurons","HC"
"BN9944_Microglia_HC","BN9944_Microglia_HC","BN9944","Microglia","HC"
"BN9944_Oligodendrocytes_HC","BN9944_Oligodendrocytes_HC","BN9944","Oligodendrocytes","HC"
"BN9944_OPCs_HC","BN9944_OPCs_HC","BN9944","OPCs","HC"
"BN9944_Pericytes_HC","BN9944_Pericytes_HC","BN9944","Pericytes","HC"
"BN9944_T-Cells_HC","BN9944_T-Cells_HC","BN9944","T_Cells","HC"
"BN9947_Astrocytes_ILB","BN9947_Astrocytes_ILB","BN9947","Astrocytes","ILB"
"BN9947_Endothelial-Cells_ILB","BN9947_Endothelial-Cells_ILB","BN9947","Endothelial_Cells","ILB"
"BN9947_Fibroblast-Like-Cells_ILB","BN9947_Fibroblast-Like-Cells_ILB","BN9947","Fibroblast_Like_Cells","ILB"
"BN9947_GABA-Neurons_ILB","BN9947_GABA-Neurons_ILB","BN9947","GABA_Neurons","ILB"
"BN9947_GLU-Neurons_ILB","BN9947_GLU-Neurons_ILB","BN9947","GLU_Neurons","ILB"
"BN9947_Microglia_ILB","BN9947_Microglia_ILB","BN9947","Microglia","ILB"
"BN9947_Oligodendrocytes_ILB","BN9947_Oligodendrocytes_ILB","BN9947","Oligodendrocytes","ILB"
"BN9947_OPCs_ILB","BN9947_OPCs_ILB","BN9947","OPCs","ILB"
"BN9947_Pericytes_ILB","BN9947_Pericytes_ILB","BN9947","Pericytes","ILB"
"BN9947_T-Cells_ILB","BN9947_T-Cells_ILB","BN9947","T_Cells","ILB"
"BN9966_Astrocytes_ILB","BN9966_Astrocytes_ILB","BN9966","Astrocytes","ILB"
"BN9966_Endothelial-Cells_ILB","BN9966_Endothelial-Cells_ILB","BN9966","Endothelial_Cells","ILB"
"BN9966_Fibroblast-Like-Cells_ILB","BN9966_Fibroblast-Like-Cells_ILB","BN9966","Fibroblast_Like_Cells","ILB"
"BN9966_GABA-Neurons_ILB","BN9966_GABA-Neurons_ILB","BN9966","GABA_Neurons","ILB"
"BN9966_GLU-Neurons_ILB","BN9966_GLU-Neurons_ILB","BN9966","GLU_Neurons","ILB"
"BN9966_Microglia_ILB","BN9966_Microglia_ILB","BN9966","Microglia","ILB"
"BN9966_Oligodendrocytes_ILB","BN9966_Oligodendrocytes_ILB","BN9966","Oligodendrocytes","ILB"
"BN9966_OPCs_ILB","BN9966_OPCs_ILB","BN9966","OPCs","ILB"
"BN9966_Pericytes_ILB","BN9966_Pericytes_ILB","BN9966","Pericytes","ILB"
"BN9966_T-Cells_ILB","BN9966_T-Cells_ILB","BN9966","T_Cells","ILB"
